<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20160405,000000,1234.4000000,1238.8000000,1225.8000000,1228.1000000,123799
20160406,000000,1228.1000000,1237.6000000,1217.2000000,1237.1000000,149907
20160407,000000,1237.2000000,1245.0000000,1233.0000000,1236.2000000,162606
20160408,000000,1236.4000000,1244.6000000,1231.0000000,1240.1000000,85687
20160410,000000,1241.8000000,1256.1000000,1241.6000000,1249.4000000,52402
20160411,000000,1249.4000000,1264.7000000,1248.1000000,1262.7000000,131509
20160412,000000,1262.7000000,1264.4000000,1246.5000000,1247.1000000,142773
20160413,000000,1247.1000000,1252.2000000,1230.7000000,1242.9000000,170875
20160414,000000,1242.9000000,1245.3000000,1225.4000000,1231.9000000,165899
20160415,000000,1231.9000000,1237.6000000,1227.8000000,1235.8000000,78635
20160417,000000,1236.3000000,1241.3000000,1231.7000000,1236.9000000,51036
20160418,000000,1236.7000000,1248.0000000,1229.0000000,1243.6000000,145995
20160419,000000,1243.7000000,1259.8000000,1242.1000000,1250.0000000,189822
20160420,000000,1250.0000000,1262.1000000,1244.0000000,1259.8000000,158034
20160421,000000,1259.9000000,1272.4000000,1245.4000000,1247.3000000,242648
20160422,000000,1247.3000000,1249.9000000,1228.5000000,1233.7000000,147628
20160424,000000,1234.5000000,1238.9000000,1231.3000000,1235.0000000,34773
20160425,000000,1235.1000000,1243.8000000,1232.1000000,1236.1000000,108923
20160426,000000,1236.0000000,1249.4000000,1232.7000000,1248.3000000,131036
20160427,000000,1248.4000000,1261.9000000,1239.1000000,1260.3000000,203305
20160428,000000,1260.4000000,1283.0000000,1254.9000000,1277.8000000,203540
20160429,000000,1277.8000000,1299.0000000,1275.9000000,1294.9000000,161418
20160501,000000,1293.2000000,1298.6000000,1292.5000000,1296.8000000,34516
20160502,000000,1296.9000000,1306.0000000,1289.6000000,1299.2000000,190546
20160503,000000,1299.4000000,1301.5000000,1280.6000000,1283.7000000,170898
20160504,000000,1283.6000000,1291.8000000,1273.6000000,1279.3000000,187820
20160505,000000,1279.3000000,1288.4000000,1270.6000000,1283.5000000,157074
20160506,000000,1283.6000000,1297.7000000,1278.1000000,1289.7000000,185497
20160508,000000,1287.2000000,1289.5000000,1279.1000000,1281.1000000,47975
20160509,000000,1281.0000000,1281.2000000,1261.0000000,1267.3000000,177355
20160510,000000,1267.2000000,1276.1000000,1258.3000000,1273.5000000,145529
20160511,000000,1273.6000000,1280.8000000,1271.3000000,1272.2000000,143994
20160512,000000,1272.2000000,1282.5000000,1262.9000000,1276.8000000,174642
20160513,000000,1276.7000000,1277.6000000,1264.0000000,1274.3000000,112859
20160515,000000,1273.0000000,1285.5000000,1272.2000000,1282.9000000,52333
20160516,000000,1283.0000000,1290.4000000,1270.1000000,1271.8000000,163351
20160517,000000,1272.0000000,1283.9000000,1270.2000000,1272.4000000,168195
20160518,000000,1272.3000000,1277.3000000,1253.2000000,1256.1000000,217873
20160519,000000,1256.1000000,1260.2000000,1244.6000000,1257.7000000,180140
20160520,000000,1257.7000000,1261.2000000,1249.6000000,1252.9000000,92643
20160522,000000,1251.7000000,1256.8000000,1248.7000000,1250.9000000,35995
20160523,000000,1250.8000000,1252.8000000,1242.1000000,1243.5000000,124564
20160524,000000,1243.5000000,1244.3000000,1222.8000000,1223.4000000,197185
20160525,000000,1223.4000000,1234.6000000,1217.7000000,1227.4000000,147855
20160526,000000,1227.4000000,1232.2000000,1211.2000000,1221.3000000,93792
20160527,000000,1221.4000000,1221.6000000,1206.4000000,1212.4000000,17735
20160529,000000,1206.0000000,1206.5000000,1199.0000000,1204.2000000,1116
20160530,000000,1204.8000000,1213.6000000,1204.5000000,1210.8000000,844
20160531,000000,1210.8000000,1222.4000000,1208.1000000,1218.3000000,39280
20160601,000000,1218.3000000,1222.9000000,1208.2000000,1217.4000000,132597
20160602,000000,1217.3000000,1220.0000000,1209.1000000,1214.5000000,102458
20160603,000000,1214.5000000,1247.4000000,1212.8000000,1246.5000000,192563
20160605,000000,1245.5000000,1251.3000000,1242.6000000,1243.6000000,50279
20160606,000000,1243.6000000,1250.0000000,1242.1000000,1243.9000000,132048
20160607,000000,1243.9000000,1256.1000000,1236.9000000,1255.0000000,128938
20160608,000000,1254.9000000,1269.0000000,1254.3000000,1262.8000000,150291
20160609,000000,1262.8000000,1274.4000000,1259.4000000,1268.6000000,139052
20160610,000000,1268.5000000,1280.9000000,1268.5000000,1276.3000000,108927
20160612,000000,1278.3000000,1287.1000000,1275.2000000,1286.6000000,71100
20160613,000000,1286.6000000,1290.3000000,1278.6000000,1282.9000000,165541
20160614,000000,1282.9000000,1293.0000000,1281.5000000,1285.1000000,173132
20160615,000000,1285.0000000,1316.8000000,1281.3000000,1310.3000000,217651
20160616,000000,1310.2000000,1318.9000000,1278.8000000,1287.8000000,284974
20160617,000000,1287.8000000,1302.7000000,1287.0000000,1301.6000000,130795
20160619,000000,1293.0000000,1296.8000000,1283.3000000,1290.9000000,69190
20160620,000000,1290.9000000,1297.4000000,1280.8000000,1285.0000000,154422
20160621,000000,1284.9000000,1285.6000000,1263.8000000,1270.3000000,178718
20160622,000000,1270.3000000,1274.9000000,1261.5000000,1272.8000000,124204
20160623,000000,1272.5000000,1362.6000000,1252.8000000,1315.1000000,407274
20160624,000000,1315.2000000,1335.9000000,1311.0000000,1319.1000000,196502
20160626,000000,1322.3000000,1340.0000000,1322.2000000,1329.6000000,87519
20160627,000000,1329.6000000,1337.6000000,1314.2000000,1316.3000000,196043
20160628,000000,1316.2000000,1327.0000000,1308.2000000,1323.1000000,163109
20160629,000000,1323.1000000,1331.0000000,1315.3000000,1321.5000000,157575
20160630,000000,1321.4000000,1340.9000000,1316.5000000,1337.4000000,195008
20160701,000000,1337.3000000,1347.0000000,1334.3000000,1344.9000000,121912
20160703,000000,1345.0000000,1360.3000000,1338.5000000,1352.4000000,101028
20160704,000000,1352.5000000,1356.4000000,1340.2000000,1347.4000000,103672
20160705,000000,1347.4000000,1373.7000000,1344.4000000,1371.5000000,186537
20160706,000000,1371.5000000,1377.5000000,1361.0000000,1369.0000000,185397
20160707,000000,1369.0000000,1369.5000000,1352.0000000,1357.5000000,180577
20160708,000000,1357.5000000,1371.8000000,1336.3000000,1367.4000000,224908
20160710,000000,1368.9000000,1376.5000000,1358.1000000,1358.9000000,69655
20160711,000000,1358.8000000,1361.9000000,1351.8000000,1356.4000000,149584
20160712,000000,1356.5000000,1357.1000000,1328.1000000,1341.6000000,240955
20160713,000000,1341.7000000,1348.0000000,1325.3000000,1325.9000000,190531
20160714,000000,1325.9000000,1337.2000000,1320.4000000,1333.3000000,186107
20160715,000000,1333.3000000,1339.5000000,1322.6000000,1337.7000000,118495
20160717,000000,1333.4000000,1335.0000000,1324.1000000,1328.9000000,50346
20160718,000000,1328.8000000,1336.0000000,1323.5000000,1334.4000000,131418
20160719,000000,1334.4000000,1338.8000000,1323.9000000,1326.8000000,137601
20160720,000000,1326.8000000,1327.3000000,1310.7000000,1321.4000000,172431
20160721,000000,1321.5000000,1334.0000000,1314.6000000,1323.9000000,196619
20160722,000000,1323.9000000,1326.5000000,1319.4000000,1322.1000000,93122
20160724,000000,1322.7000000,1323.4000000,1313.1000000,1314.7000000,44698
20160725,000000,1314.7000000,1323.5000000,1311.1000000,1321.9000000,139843
20160726,000000,1321.9000000,1324.4000000,1315.6000000,1319.5000000,91166
20160727,000000,1319.4000000,1342.5000000,1318.6000000,1341.1000000,102913
20160728,000000,1341.1000000,1344.3000000,1325.8000000,1329.6000000,10268
20160729,000000,1329.4000000,1353.3000000,1329.4000000,1349.7000000,1828
20160731,000000,1357.2000000,1358.8000000,1353.3000000,1356.0000000,38128
20160801,000000,1355.9000000,1367.8000000,1353.2000000,1366.0000000,120799
20160802,000000,1366.0000000,1374.2000000,1363.2000000,1370.6000000,130562
20160803,000000,1370.6000000,1373.4000000,1355.1000000,1357.3000000,132112
20160804,000000,1357.3000000,1371.4000000,1356.7000000,1368.6000000,128664
20160805,000000,1368.5000000,1369.1000000,1340.4000000,1341.4000000,164890
20160807,000000,1341.2000000,1343.9000000,1335.9000000,1337.0000000,53522
20160808,000000,1337.0000000,1343.8000000,1335.3000000,1340.1000000,93335
20160809,000000,1340.0000000,1361.5000000,1336.3000000,1358.5000000,140145
20160810,000000,1358.5000000,1363.6000000,1345.8000000,1351.0000000,161467
20160811,000000,1351.0000000,1359.4000000,1340.4000000,1343.3000000,138306
20160812,000000,1343.3000000,1362.5000000,1339.6000000,1341.7000000,131301
20160814,000000,1343.6000000,1347.5000000,1341.6000000,1344.3000000,36300
20160815,000000,1344.3000000,1357.4000000,1340.9000000,1355.3000000,125699
20160816,000000,1355.3000000,1364.3000000,1345.8000000,1347.9000000,195298
20160817,000000,1347.8000000,1361.5000000,1340.5000000,1354.6000000,169367
20160818,000000,1354.6000000,1358.5000000,1350.4000000,1352.5000000,151220
20160819,000000,1352.5000000,1354.0000000,1342.0000000,1345.8000000,128062
20160821,000000,1345.0000000,1345.7000000,1335.4000000,1338.1000000,65405
20160822,000000,1338.2000000,1348.2000000,1337.4000000,1343.0000000,122578
20160823,000000,1342.9000000,1348.8000000,1339.4000000,1343.2000000,111737
20160824,000000,1343.1000000,1343.2000000,1326.3000000,1329.7000000,180595
20160825,000000,1329.6000000,1330.0000000,1321.0000000,1328.0000000,121870
20160826,000000,1327.9000000,1345.9000000,1321.2000000,1324.0000000,238005
20160828,000000,1323.8000000,1324.5000000,1317.2000000,1322.7000000,42540
20160829,000000,1322.7000000,1328.9000000,1319.7000000,1324.3000000,131284
20160830,000000,1324.2000000,1324.9000000,1312.0000000,1317.8000000,150322
20160831,000000,1317.8000000,1317.9000000,1306.9000000,1309.5000000,150938
20160901,000000,1309.5000000,1319.8000000,1305.5000000,1314.2000000,150450
20160902,000000,1314.1000000,1334.0000000,1307.4000000,1328.8000000,187019
20160904,000000,1328.1000000,1331.0000000,1325.5000000,1329.8000000,26840
20160905,000000,1329.7000000,1333.6000000,1328.6000000,1332.7000000,52752
20160906,000000,1332.7000000,1357.6000000,1332.3000000,1353.7000000,217294
20160907,000000,1353.7000000,1356.0000000,1345.8000000,1352.6000000,124931
20160908,000000,1352.6000000,1353.9000000,1338.5000000,1339.6000000,164688
20160909,000000,1339.5000000,1341.7000000,1331.2000000,1331.8000000,117734
20160911,000000,1332.0000000,1333.8000000,1328.4000000,1332.5000000,42138
20160912,000000,1332.6000000,1335.9000000,1323.3000000,1333.6000000,171974
20160913,000000,1333.6000000,1333.8000000,1316.6000000,1325.8000000,168013
20160914,000000,1325.8000000,1329.8000000,1321.8000000,1323.5000000,106510
20160915,000000,1323.6000000,1332.5000000,1312.1000000,1319.2000000,173451
20160916,000000,1319.3000000,1319.6000000,1309.2000000,1313.2000000,110220
20160918,000000,1313.2000000,1321.8000000,1312.6000000,1319.4000000,41739
20160919,000000,1319.4000000,1321.1000000,1315.0000000,1319.1000000,88311
20160920,000000,1319.0000000,1326.1000000,1310.9000000,1323.0000000,128515
20160921,000000,1323.0000000,1341.3000000,1322.1000000,1336.2000000,202536
20160922,000000,1336.2000000,1347.8000000,1335.7000000,1338.8000000,143691
20160923,000000,1338.8000000,1344.5000000,1338.6000000,1341.1000000,72683
20160925,000000,1340.8000000,1343.9000000,1336.5000000,1338.1000000,31175
20160926,000000,1338.1000000,1346.1000000,1337.3000000,1338.7000000,120924
20160927,000000,1338.7000000,1341.5000000,1325.6000000,1327.5000000,147866
20160928,000000,1327.4000000,1330.5000000,1321.1000000,1324.8000000,130785
20160929,000000,1324.8000000,1330.4000000,1318.6000000,1329.3000000,151414
20160930,000000,1329.5000000,1331.5000000,1316.0000000,1318.8000000,147444
20161002,000000,1321.0000000,1322.6000000,1316.8000000,1318.2000000,26451
20161003,000000,1318.3000000,1321.4000000,1308.7000000,1311.7000000,138361
20161004,000000,1311.8000000,1312.9000000,1268.6000000,1274.1000000,305259
20161005,000000,1274.1000000,1279.4000000,1264.1000000,1267.9000000,168490
20161006,000000,1268.0000000,1270.4000000,1251.8000000,1257.6000000,184086
20161007,000000,1257.5000000,1267.6000000,1243.2000000,1258.6000000,217516
20161009,000000,1258.5000000,1266.8000000,1258.5000000,1265.2000000,51243
20161010,000000,1265.2000000,1265.5000000,1257.4000000,1259.0000000,105801
20161011,000000,1259.0000000,1261.5000000,1252.3000000,1257.3000000,114476
20161012,000000,1257.3000000,1263.5000000,1251.2000000,1258.8000000,129460
20161013,000000,1258.8000000,1263.9000000,1255.1000000,1257.6000000,111004
20161014,000000,1257.6000000,1260.7000000,1246.9000000,1251.7000000,126093
20161016,000000,1252.9000000,1257.0000000,1251.1000000,1253.3000000,29594
20161017,000000,1253.3000000,1265.0000000,1253.2000000,1263.2000000,108731
20161018,000000,1263.3000000,1265.8000000,1257.2000000,1264.8000000,116802
20161019,000000,1264.9000000,1274.4000000,1264.7000000,1270.0000000,139205
20161020,000000,1269.9000000,1275.9000000,1261.7000000,1265.0000000,124540
20161021,000000,1265.0000000,1268.8000000,1263.9000000,1266.7000000,61204
20161023,000000,1266.9000000,1267.7000000,1263.2000000,1266.5000000,26102
20161024,000000,1266.5000000,1272.8000000,1260.1000000,1270.0000000,139050
20161025,000000,1270.0000000,1277.5000000,1267.6000000,1274.5000000,124826
20161026,000000,1274.5000000,1275.5000000,1265.1000000,1269.1000000,117208
20161027,000000,1269.0000000,1273.7000000,1266.2000000,1267.7000000,111748
20161028,000000,1267.7000000,1285.4000000,1262.0000000,1276.0000000,183470
20161030,000000,1278.3000000,1280.5000000,1274.5000000,1275.0000000,30783
20161031,000000,1275.0000000,1281.7000000,1271.9000000,1280.2000000,105446
20161101,000000,1280.2000000,1298.5000000,1280.2000000,1298.0000000,199484
20161102,000000,1298.1000000,1309.3000000,1292.5000000,1294.7000000,235101
20161103,000000,1294.6000000,1305.4000000,1286.2000000,1302.4000000,183657
20161104,000000,1302.5000000,1308.3000000,1296.1000000,1305.2000000,146428
20161106,000000,1294.5000000,1296.5000000,1284.1000000,1288.7000000,75609
20161107,000000,1288.7000000,1289.5000000,1278.6000000,1284.2000000,130469
20161108,000000,1284.2000000,1338.3000000,1268.1000000,1304.4000000,631677
20161109,000000,1304.5000000,1308.2000000,1270.2000000,1280.2000000,305546
20161110,000000,1280.3000000,1284.2000000,1250.4000000,1255.2000000,343582
20161111,000000,1255.1000000,1262.1000000,1218.7000000,1227.4000000,250334
20161113,000000,1227.7000000,1230.9000000,1212.0000000,1225.5000000,121992
20161114,000000,1225.6000000,1231.4000000,1211.0000000,1225.0000000,262644
20161115,000000,1225.0000000,1233.1000000,1218.6000000,1225.8000000,193016
20161116,000000,1225.8000000,1231.1000000,1221.0000000,1229.9000000,155926
20161117,000000,1230.0000000,1230.9000000,1201.3000000,1207.5000000,247188
20161118,000000,1207.4000000,1216.0000000,1205.6000000,1207.3000000,124569
20161120,000000,1207.3000000,1216.8000000,1205.4000000,1214.7000000,55503
20161121,000000,1214.7000000,1220.9000000,1209.0000000,1216.5000000,150153
20161122,000000,1216.5000000,1217.9000000,1205.6000000,1212.0000000,145484
20161123,000000,1211.9000000,1212.6000000,1179.3000000,1186.7000000,278288
20161124,000000,1186.8000000,1192.7000000,1170.3000000,1189.5000000,118820
20161125,000000,1189.6000000,1190.5000000,1178.2000000,1183.4000000,69349
20161127,000000,1184.4000000,1197.2000000,1182.5000000,1189.7000000,54817
20161128,000000,1189.8000000,1194.8000000,1182.4000000,1186.8000000,69254
20161129,000000,1186.7000000,1193.3000000,1179.4000000,1186.7000000,10034
20161130,000000,1185.8000000,1185.9000000,1163.8000000,1168.7000000,80424
20161201,000000,1168.7000000,1179.8000000,1162.2000000,1173.4000000,177669
20161202,000000,1173.4000000,1180.3000000,1168.4000000,1179.2000000,119207
20161204,000000,1182.6000000,1190.2000000,1164.0000000,1166.8000000,86442
20161205,000000,1166.7000000,1177.9000000,1158.6000000,1173.0000000,165982
20161206,000000,1173.1000000,1177.1000000,1167.2000000,1173.3000000,119894
20161207,000000,1173.3000000,1182.3000000,1172.7000000,1177.8000000,137574
20161208,000000,1177.8000000,1180.7000000,1166.6000000,1170.7000000,133155
20161209,000000,1170.7000000,1172.0000000,1157.6000000,1161.4000000,112081
20161211,000000,1161.4000000,1161.9000000,1152.5000000,1156.7000000,58526
20161212,000000,1156.8000000,1167.9000000,1155.8000000,1160.1000000,128007
20161213,000000,1160.1000000,1166.0000000,1156.3000000,1164.3000000,130652
20161214,000000,1164.3000000,1168.0000000,1131.7000000,1132.8000000,248083
20161215,000000,1132.7000000,1138.1000000,1124.3000000,1136.5000000,213904
20161216,000000,1136.6000000,1143.2000000,1129.5000000,1136.8000000,116629
20161218,000000,1136.1000000,1144.1000000,1135.5000000,1139.5000000,34485
20161219,000000,1139.5000000,1144.4000000,1133.3000000,1135.7000000,119042
20161220,000000,1135.6000000,1138.7000000,1127.3000000,1136.1000000,126184
20161221,000000,1136.2000000,1138.8000000,1129.7000000,1132.3000000,97746
20161222,000000,1132.3000000,1135.5000000,1128.6000000,1131.8000000,98959
20161223,000000,1131.9000000,1137.3000000,1130.7000000,1135.2000000,45458
20161226,000000,1135.3000000,1151.7000000,1132.8000000,1144.5000000,50673
20161227,000000,1144.5000000,1145.1000000,1136.6000000,1139.9000000,81876
20161228,000000,1139.9000000,1151.3000000,1137.1000000,1147.8000000,112697
